latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
31.01614,71.95722,328.1,0.4,0.37,2017-12-17,0809,N,VIIRS,n,1,293.3,1.6,
31.18015,73.071,327.3,0.39,0.36,2017-12-17,0809,N,VIIRS,n,1,293.6,1.3,
31.04103,72.24271,339.7,0.4,0.37,2017-12-17,0809,N,VIIRS,n,1,294.7,4,
31.03769,72.24345,337.3,0.4,0.37,2017-12-17,0809,N,VIIRS,n,1,296.3,4,
31.28087,73.88307,331.2,0.38,0.36,2017-12-17,0809,N,VIIRS,n,1,294,2.9,
31.1435,73.03299,325.9,0.39,0.36,2017-12-17,0809,N,VIIRS,n,1,293.7,1.2,
31.12166,72.93763,330.8,0.39,0.36,2017-12-17,0809,N,VIIRS,n,1,295.1,4.4,
31.08609,72.77808,326.1,0.39,0.36,2017-12-17,0809,N,VIIRS,n,1,294.8,1.4,
31.09244,72.83947,330.2,0.39,0.36,2017-12-17,0809,N,VIIRS,n,1,295.2,3.3,
31.08647,72.84493,327.8,0.39,0.36,2017-12-17,0809,N,VIIRS,n,1,295,1.7,
31.10135,73.02526,330.4,0.39,0.36,2017-12-17,0809,N,VIIRS,n,1,294.3,1.3,
30.93693,72.09426,330.2,0.4,0.37,2017-12-17,0809,N,VIIRS,n,1,294.1,3.6,
31.02951,72.6602,330.9,0.39,0.36,2017-12-17,0809,N,VIIRS,n,1,295.9,1.5,
31.46766,75.65137,337.2,0.41,0.37,2017-12-17,0809,N,VIIRS,n,1,291.3,2.7,
30.92946,72.18134,330.9,0.4,0.37,2017-12-17,0809,N,VIIRS,n,1,295.4,4,
31.02632,72.7823,326.6,0.39,0.36,2017-12-17,0809,N,VIIRS,n,1,293.2,1.7,
31.0417,72.87936,326.2,0.39,0.36,2017-12-17,0809,N,VIIRS,n,1,293.7,1.6,
30.85705,72.14158,330.9,0.4,0.37,2017-12-17,0809,N,VIIRS,n,1,294.3,14.4,
30.7766,71.765,331.3,0.41,0.37,2017-12-17,0809,N,VIIRS,n,1,295.6,3.9,
30.77323,71.76576,330.9,0.41,0.37,2017-12-17,0809,N,VIIRS,n,1,297.6,3.9,
30.98073,73.03397,331.6,0.39,0.36,2017-12-17,0809,N,VIIRS,n,1,296.5,2.6,
30.81647,72.06454,331.3,0.4,0.37,2017-12-17,0809,N,VIIRS,n,1,292.3,3.9,
31.31413,75.33947,353.2,0.4,0.37,2017-12-17,0809,N,VIIRS,n,1,284,4.9,
31.31471,75.34368,341.2,0.4,0.37,2017-12-17,0809,N,VIIRS,n,1,285.6,2.4,
30.81519,72.06413,340.8,0.4,0.37,2017-12-17,0809,N,VIIRS,n,1,292.6,3.8,
30.83894,72.20921,330.9,0.4,0.37,2017-12-17,0809,N,VIIRS,n,1,293.4,1.2,
31.31309,75.3389,354.2,0.4,0.37,2017-12-17,0809,N,VIIRS,n,1,282.9,3.1,
31.31368,75.3431,352.6,0.4,0.37,2017-12-17,0809,N,VIIRS,n,1,284.5,5.6,
31.30972,75.33953,338.4,0.4,0.37,2017-12-17,0809,N,VIIRS,n,1,288.2,3.1,
30.79406,71.97809,332.3,0.4,0.37,2017-12-17,0809,N,VIIRS,n,1,294.1,2.5,
31.07111,73.72671,330.7,0.38,0.36,2017-12-17,0809,N,VIIRS,n,1,294.3,2.4,
30.77903,71.9294,328.9,0.4,0.37,2017-12-17,0809,N,VIIRS,n,1,294.9,1.4,
30.86789,72.66487,325.7,0.39,0.36,2017-12-17,0809,N,VIIRS,n,1,295.4,1.3,
30.92889,73.04865,329.4,0.39,0.36,2017-12-17,0809,N,VIIRS,n,1,295.7,1.9,
31.07804,74.29614,331,0.39,0.36,2017-12-17,0809,N,VIIRS,n,1,294.2,3.6,
30.71376,72.06072,329.5,0.4,0.37,2017-12-17,0809,N,VIIRS,n,1,293.6,1.7,
30.50319,70.88101,333.5,0.44,0.38,2017-12-17,0809,N,VIIRS,n,1,293.7,3.9,
31.27878,76.07891,328.1,0.42,0.38,2017-12-17,0809,N,VIIRS,n,1,292.2,3.5,
30.7567,72.56227,330.4,0.39,0.36,2017-12-17,0809,N,VIIRS,n,1,295.7,2,
30.75128,72.61399,333.9,0.39,0.36,2017-12-17,0809,N,VIIRS,n,1,294.9,2.5,
30.8322,73.1228,326.8,0.39,0.36,2017-12-17,0809,N,VIIRS,n,1,294.4,0.9,
30.71689,72.4229,333,0.39,0.37,2017-12-17,0809,N,VIIRS,n,1,295.4,1.8,
30.47639,71.01762,330.9,0.43,0.38,2017-12-17,0809,N,VIIRS,n,1,296.4,14.9,
30.70823,72.43327,344.4,0.39,0.37,2017-12-17,0809,N,VIIRS,n,1,298.5,10.3,
30.85325,73.43276,330.6,0.38,0.36,2017-12-17,0809,N,VIIRS,n,1,296.1,4.4,
30.69557,72.46143,331.2,0.39,0.37,2017-12-17,0809,N,VIIRS,n,1,294.8,2.7,
30.4271,70.92212,337.2,0.43,0.38,2017-12-17,0809,N,VIIRS,n,1,295.5,3.8,
30.85848,73.62145,329.4,0.38,0.36,2017-12-17,0809,N,VIIRS,n,1,292.6,1.7,
30.63287,72.42719,333.1,0.4,0.37,2017-12-17,0809,N,VIIRS,n,1,295.4,3.3,
30.35599,70.87094,329,0.44,0.38,2017-12-17,0809,N,VIIRS,n,1,295.4,2,
30.61086,72.44044,328.8,0.4,0.37,2017-12-17,0809,N,VIIRS,n,1,294.8,1,
30.31283,70.85281,335.5,0.44,0.38,2017-12-17,0809,N,VIIRS,n,1,298.2,8.8,
31.10179,76.01033,331.4,0.42,0.37,2017-12-17,0809,N,VIIRS,n,1,292,3,
31.09663,75.99789,330.8,0.42,0.37,2017-12-17,0809,N,VIIRS,n,1,293.1,4.5,
30.6046,72.69893,336.2,0.39,0.36,2017-12-17,0809,N,VIIRS,n,1,296.6,6.6,
31.0915,76.01218,340.5,0.42,0.37,2017-12-17,0809,N,VIIRS,n,1,291.9,4.6,
31.09556,76.06948,330.5,0.42,0.37,2017-12-17,0809,N,VIIRS,n,1,293,4.7,
30.35284,71.26436,332.5,0.42,0.38,2017-12-17,0809,N,VIIRS,n,1,297.9,9.6,
30.35139,71.26378,333.9,0.42,0.38,2017-12-17,0809,N,VIIRS,n,1,299.4,9.1,
31.06771,76.06028,334.5,0.42,0.37,2017-12-17,0809,N,VIIRS,n,1,292,3.8,
31.06427,76.06091,332.5,0.42,0.37,2017-12-17,0809,N,VIIRS,n,1,292,3.8,
31.00979,76.02168,339,0.42,0.37,2017-12-17,0809,N,VIIRS,n,1,295.9,12.7,
30.32043,71.70534,326.9,0.41,0.37,2017-12-17,0809,N,VIIRS,n,1,292.8,2.5,
30.31714,71.70526,329.1,0.41,0.37,2017-12-17,0809,N,VIIRS,n,1,294.1,2.6,
30.31785,71.70951,325.9,0.41,0.37,2017-12-17,0809,N,VIIRS,n,1,293.2,2.6,
30.11782,71.00323,330.2,0.44,0.38,2017-12-17,0809,N,VIIRS,n,1,295.6,3.9,
30.89725,76.31779,330,0.42,0.38,2017-12-17,0808,N,VIIRS,n,1,293.2,3.2,
30.06443,70.92552,326.8,0.44,0.38,2017-12-17,0808,N,VIIRS,n,1,294.8,2.4,
30.29498,72.77672,326.6,0.39,0.36,2017-12-17,0808,N,VIIRS,n,1,293.9,2.2,
29.97306,71.17311,326.6,0.43,0.38,2017-12-17,0808,N,VIIRS,n,1,294,3.6,
30.07819,72.1835,341.7,0.4,0.37,2017-12-17,0808,N,VIIRS,n,1,293.4,5.8,
30.02962,71.99855,325.6,0.41,0.37,2017-12-17,0808,N,VIIRS,n,1,294.2,1.8,
30.36156,74.09336,327.2,0.38,0.36,2017-12-17,0808,N,VIIRS,n,1,298.5,1.7,
30.14713,72.82353,331.6,0.39,0.36,2017-12-17,0808,N,VIIRS,n,1,294.7,2.4,
30.07921,72.53149,330.6,0.4,0.37,2017-12-17,0808,N,VIIRS,n,1,294,1.5,
30.62102,76.26045,327,0.42,0.38,2017-12-17,0808,N,VIIRS,n,1,292,2,
29.98015,72.10042,329.6,0.41,0.37,2017-12-17,0808,N,VIIRS,n,1,293.6,1.9,
29.95808,72.13546,330.6,0.4,0.37,2017-12-17,0808,N,VIIRS,n,1,297.9,5.3,
29.95878,72.13962,330.6,0.4,0.37,2017-12-17,0808,N,VIIRS,n,1,295.4,5.5,
29.95798,72.13913,335.3,0.4,0.37,2017-12-17,0808,N,VIIRS,n,1,298,7.2,
29.72202,70.85832,334.8,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,294.7,3.6,
30.00452,72.65659,330.7,0.39,0.37,2017-12-17,0808,N,VIIRS,n,1,294,1.7,
29.6728,70.86971,333.7,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,296.1,6.3,
30.46221,75.90862,335.9,0.41,0.37,2017-12-17,0808,N,VIIRS,n,1,293.7,3.4,
30.10727,73.62832,334.5,0.38,0.36,2017-12-17,0808,N,VIIRS,n,1,297.1,3.8,
30.10397,73.62899,337.3,0.38,0.36,2017-12-17,0808,N,VIIRS,n,1,297,3.8,
29.99303,72.94738,326.5,0.39,0.36,2017-12-17,0808,N,VIIRS,n,1,294.3,0.6,
30.17934,74.19077,330,0.38,0.36,2017-12-17,0808,N,VIIRS,n,1,298.5,1.2,
30.22431,74.49352,344.8,0.39,0.36,2017-12-17,0808,N,VIIRS,n,1,298.3,8,
30.37369,75.66936,333.8,0.4,0.37,2017-12-17,0808,N,VIIRS,n,1,296.2,4,
30.35541,75.61279,331.2,0.4,0.37,2017-12-17,0808,N,VIIRS,n,1,295.6,5.8,
30.38592,75.90877,336.7,0.41,0.37,2017-12-17,0808,N,VIIRS,n,1,293.9,5,
30.38529,76.10996,343.1,0.41,0.37,2017-12-17,0808,N,VIIRS,n,1,294,4.5,
30.50292,77.09295,329.2,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,293.1,4.4,
29.71074,72.14886,330.7,0.41,0.37,2017-12-17,0808,N,VIIRS,n,1,294,2.1,
29.7716,73.08363,334.5,0.39,0.36,2017-12-17,0808,N,VIIRS,n,1,296.1,3.6,
30.33804,77.11699,338.5,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,293.1,4.1,
30.32439,77.29581,325.6,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,293.3,2.7,
30.25622,76.81797,334.9,0.43,0.38,2017-12-17,0808,N,VIIRS,n,1,293.2,4.3,
30.30346,77.33301,331.9,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,294.3,6.8,
30.25081,77.2776,330.7,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,294.7,3.5,
30.21632,77.20701,335.6,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,293.2,4.1,
29.23418,70.97847,330.2,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,293.6,2.1,
29.23066,70.97927,328.5,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,295.5,3.6,
29.31446,71.83607,336.1,0.42,0.37,2017-12-17,0808,N,VIIRS,n,1,295.4,2,
29.31519,71.84032,336.3,0.42,0.37,2017-12-17,0808,N,VIIRS,n,1,295.2,1.6,
29.31592,71.84458,336.2,0.42,0.37,2017-12-17,0808,N,VIIRS,n,1,295.5,1.6,
29.31105,71.83681,335.3,0.42,0.37,2017-12-17,0808,N,VIIRS,n,1,295.9,2,
29.31178,71.84108,336.1,0.42,0.37,2017-12-17,0808,N,VIIRS,n,1,295.4,1.6,
29.3125,71.84534,335.2,0.42,0.37,2017-12-17,0808,N,VIIRS,n,1,295.7,1.6,
29.22831,71.39722,330,0.43,0.38,2017-12-17,0808,N,VIIRS,n,1,297.4,9.9,
29.30277,71.82981,336.3,0.42,0.37,2017-12-17,0808,N,VIIRS,n,1,295.2,3.4,
29.3035,71.83407,335.3,0.42,0.37,2017-12-17,0808,N,VIIRS,n,1,295.3,4.1,
29.29936,71.83057,336.8,0.42,0.37,2017-12-17,0808,N,VIIRS,n,1,295.1,2.4,
29.10221,70.7875,338.4,0.46,0.39,2017-12-17,0808,N,VIIRS,n,1,297,6.2,
29.08044,70.74897,330.2,0.46,0.39,2017-12-17,0808,N,VIIRS,n,1,295.5,2.7,
29.02088,70.44277,331.2,0.47,0.4,2017-12-17,0808,N,VIIRS,n,1,295.1,2.5,
29.07993,70.94448,340.1,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,294.3,3.7,
29.16877,71.5593,346.4,0.43,0.38,2017-12-17,0808,N,VIIRS,n,1,296.2,5.5,
28.98246,70.66755,328.6,0.46,0.39,2017-12-17,0808,N,VIIRS,n,1,293.4,2.1,
29.11073,71.43156,332.1,0.43,0.38,2017-12-17,0808,N,VIIRS,n,1,298,5.1,
29.11754,71.51193,331.2,0.43,0.38,2017-12-17,0808,N,VIIRS,n,1,296.4,3.7,
29.02693,71.01833,330.8,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,295.3,2.5,
28.98423,70.8419,331.1,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,294.8,3.8,
29.85515,76.49461,329.2,0.42,0.38,2017-12-17,0808,N,VIIRS,n,1,292.8,2.8,
29.89632,77.03138,331.7,0.44,0.38,2017-12-17,0808,N,VIIRS,n,1,294,4.2,
28.89453,70.61752,334.1,0.47,0.39,2017-12-17,0808,N,VIIRS,n,1,294.9,4.4,
28.87992,70.82587,330.2,0.46,0.39,2017-12-17,0808,N,VIIRS,n,1,294.7,6,
28.77109,70.43423,330,0.48,0.4,2017-12-17,0808,N,VIIRS,n,1,295,9.6,
28.83234,70.83916,345.2,0.46,0.39,2017-12-17,0808,N,VIIRS,n,1,296.9,5.4,
29.85371,77.56736,329.8,0.46,0.39,2017-12-17,0808,N,VIIRS,n,1,293.1,3.2,
29.85416,77.8379,327.2,0.47,0.4,2017-12-17,0808,N,VIIRS,n,1,292.4,2.4,
28.79778,70.97672,332.8,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,298.4,7.4,
30.05073,79.90961,330.1,0.4,0.44,2017-12-17,0808,N,VIIRS,n,1,299,4.2,
29.75424,77.42807,332.2,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,293.5,4.3,
28.70458,70.71125,334.4,0.46,0.39,2017-12-17,0808,N,VIIRS,n,1,294.9,5.7,
28.701,70.71207,333,0.46,0.39,2017-12-17,0808,N,VIIRS,n,1,297.1,5.7,
28.74529,71.04444,332.6,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,297.3,2.4,
28.65108,70.58043,332.3,0.47,0.4,2017-12-17,0808,N,VIIRS,n,1,295.1,6.2,
28.64364,70.72527,333.2,0.46,0.39,2017-12-17,0808,N,VIIRS,n,1,295.7,3,
28.54501,70.25081,332.6,0.49,0.4,2017-12-17,0808,N,VIIRS,n,1,295.3,3.5,
29.73674,78.06126,330.6,0.48,0.4,2017-12-17,0808,N,VIIRS,n,1,291.6,3.9,
28.49502,70.09372,332.2,0.5,0.41,2017-12-17,0808,N,VIIRS,n,1,296.8,3.2,
29.61203,77.27484,327.3,0.44,0.39,2017-12-17,0808,N,VIIRS,n,1,293.9,2.3,
29.6085,77.30361,334.5,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,294,3,
28.56853,70.5827,330.9,0.47,0.4,2017-12-17,0808,N,VIIRS,n,1,294.8,3.5,
29.62043,77.51064,332.6,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,293.6,2.3,
28.44234,70.12188,332.4,0.5,0.41,2017-12-17,0808,N,VIIRS,n,1,296.9,8.8,
29.90489,80.44251,339.9,0.43,0.46,2017-12-17,0808,N,VIIRS,n,1,295.2,4.5,
29.62001,78.04716,329.4,0.48,0.4,2017-12-17,0808,N,VIIRS,n,1,291.4,7.4,
29.61692,78.0527,330.7,0.48,0.4,2017-12-17,0808,N,VIIRS,n,1,292.9,7.4,
29.61818,78.05056,350.5,0.48,0.4,2017-12-17,0808,N,VIIRS,n,1,293.9,13.3,
29.52879,77.43366,330.4,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,294.2,3.1,
29.2888,75.7085,341.4,0.4,0.37,2017-12-17,0808,N,VIIRS,n,1,298.6,4.5,
29.28544,75.70911,329,0.4,0.37,2017-12-17,0808,N,VIIRS,n,1,297.3,1.6,
28.34556,69.95697,330.6,0.51,0.41,2017-12-17,0808,N,VIIRS,n,1,297.3,11.3,
29.73739,79.51965,329.7,0.57,0.43,2017-12-17,0808,N,VIIRS,n,1,294.1,3,
29.47002,77.34414,337.1,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,294.4,2.8,
29.41523,77.25494,336.7,0.44,0.39,2017-12-17,0808,N,VIIRS,n,1,295.1,5.6,
29.41557,77.25262,332.7,0.44,0.39,2017-12-17,0808,N,VIIRS,n,1,295.2,6.5,
29.37658,77.42788,330.2,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,293.2,3,
29.36181,77.36908,326.1,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,293.1,1.7,
28.14951,69.76658,330.6,0.52,0.42,2017-12-17,0808,N,VIIRS,n,1,295.4,6.9,
28.20787,70.07644,332.2,0.5,0.41,2017-12-17,0808,N,VIIRS,n,1,296.3,4.4,
29.33266,77.66756,328.3,0.46,0.39,2017-12-17,0808,N,VIIRS,n,1,293.9,1.9,
29.27785,77.26976,330.4,0.44,0.38,2017-12-17,0808,N,VIIRS,n,1,294.5,2.6,
29.27844,77.27431,327.9,0.44,0.38,2017-12-17,0808,N,VIIRS,n,1,294.2,3.2,
29.25019,77.22341,325.2,0.44,0.38,2017-12-17,0808,N,VIIRS,n,1,293.8,1.9,
29.2537,77.2506,333.6,0.44,0.38,2017-12-17,0808,N,VIIRS,n,1,295.5,5.6,
29.22389,77.04893,329.9,0.43,0.38,2017-12-17,0808,N,VIIRS,n,1,293.7,2.1,
29.26574,77.57296,328.1,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,293.8,2.4,
29.17451,76.91693,329.7,0.43,0.38,2017-12-17,0808,N,VIIRS,n,1,293.7,2.1,
29.20226,77.37874,328.9,0.44,0.39,2017-12-17,0808,N,VIIRS,n,1,294,1.8,
29.23163,77.63419,325.4,0.46,0.39,2017-12-17,0808,N,VIIRS,n,1,293.4,1.8,
29.25998,78.15546,330.6,0.48,0.4,2017-12-17,0808,N,VIIRS,n,1,293.9,3,
29.49393,80.18966,332.6,0.41,0.45,2017-12-17,0808,N,VIIRS,n,1,299.8,2.9,
29.27433,78.42966,329.6,0.49,0.41,2017-12-17,0808,N,VIIRS,n,1,292.3,1.8,
29.23188,78.10961,326.1,0.48,0.4,2017-12-17,0808,N,VIIRS,n,1,293.4,4.2,
29.12889,77.40023,336.8,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,295.1,4,
28.98878,76.38425,330,0.41,0.37,2017-12-17,0808,N,VIIRS,n,1,293.7,1.9,
29.27088,78.68604,325.4,0.51,0.41,2017-12-17,0808,N,VIIRS,n,1,290.7,2.5,
29.09046,77.4288,330,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,293.6,3.5,
29.09105,77.43339,327.4,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,293,4,
29.08394,77.49084,331.5,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,295.6,6.6,
29.26649,79.07388,333.2,0.53,0.42,2017-12-17,0808,N,VIIRS,n,1,295.5,6.1,
29.00117,77.12973,329.3,0.43,0.38,2017-12-17,0808,N,VIIRS,n,1,293.7,4.6,
29.22966,79.12975,338.1,0.53,0.42,2017-12-17,0808,N,VIIRS,n,1,294.1,4.1,
29.21493,79.10397,337.7,0.53,0.42,2017-12-17,0808,N,VIIRS,n,1,292.6,8.8,
29.21107,79.10455,345.1,0.53,0.42,2017-12-17,0808,N,VIIRS,n,1,295.2,8.8,
28.9267,76.83205,334.9,0.42,0.38,2017-12-17,0808,N,VIIRS,n,1,296.7,2.9,
29.21391,79.10548,332.5,0.53,0.42,2017-12-17,0808,N,VIIRS,n,1,297.5,18.5,
29.02817,78.2931,332,0.48,0.4,2017-12-17,0808,N,VIIRS,n,1,294.1,3.4,
28.73934,76.88365,329.5,0.42,0.38,2017-12-17,0808,N,VIIRS,n,1,294.1,2.9,
28.8087,77.77715,327.6,0.46,0.39,2017-12-17,0808,N,VIIRS,n,1,295.5,1.7,
28.79803,78.1049,331.1,0.47,0.4,2017-12-17,0808,N,VIIRS,n,1,294.1,1.9,
28.91722,79.42025,336.1,0.55,0.43,2017-12-17,0808,N,VIIRS,n,1,296.1,14.8,
28.91756,79.41699,341.5,0.55,0.42,2017-12-17,0808,N,VIIRS,n,1,296.3,19.6,
28.02572,73.0714,345,0.4,0.37,2017-12-17,0808,N,VIIRS,n,1,302.5,3.1,
28.57773,77.29546,328.5,0.44,0.38,2017-12-17,0808,N,VIIRS,n,1,294.7,1.6,
28.59301,77.52773,334.6,0.45,0.39,2017-12-17,0808,N,VIIRS,n,1,300.9,21.9,
27.90017,72.94728,338.7,0.4,0.37,2017-12-17,0808,N,VIIRS,n,1,300.8,1.5,
27.89682,72.94797,335.2,0.4,0.37,2017-12-17,0808,N,VIIRS,n,1,300.3,1.7,
26.83298,68.01089,339.5,0.46,0.47,2017-12-17,0808,N,VIIRS,n,1,296.4,4.9,
28.55275,79.03459,337.2,0.52,0.41,2017-12-17,0808,N,VIIRS,n,1,295.2,3.8,
28.55445,79.03683,326.6,0.52,0.41,2017-12-17,0808,N,VIIRS,n,1,294.1,2.3,
26.69276,68.05883,339.9,0.46,0.47,2017-12-17,0808,N,VIIRS,n,1,295.5,4.1,
27.50431,72.42191,342,0.42,0.37,2017-12-17,0808,N,VIIRS,n,1,301.1,1.9,
27.50519,72.4212,344.6,0.42,0.37,2017-12-17,0808,N,VIIRS,n,1,302.7,3.9,
27.48215,72.30457,344.2,0.42,0.38,2017-12-17,0808,N,VIIRS,n,1,303.1,3.3,
27.50108,72.41775,338.6,0.42,0.37,2017-12-17,0808,N,VIIRS,n,1,304,3.9,
27.47872,72.3053,367,0.42,0.38,2017-12-17,0808,N,VIIRS,l,1,301.7,6.2,
27.49767,72.41848,367,0.42,0.37,2017-12-17,0808,N,VIIRS,l,1,302.5,6.7,
27.47943,72.3095,352,0.42,0.38,2017-12-17,0808,N,VIIRS,n,1,301,4.2,
27.49348,72.39342,337.7,0.42,0.37,2017-12-17,0808,N,VIIRS,n,1,304.2,18.1,
28.01453,80.22762,338.9,0.39,0.44,2017-12-17,0808,N,VIIRS,n,1,293.5,4.1,
28.05992,80.67671,333.7,0.42,0.45,2017-12-17,0808,N,VIIRS,n,1,293.7,2.9,
28.32498,83.70543,326.6,0.32,0.55,2017-12-17,0808,N,VIIRS,n,1,290.2,1.3,
28.07807,81.13114,328.8,0.44,0.46,2017-12-17,0808,N,VIIRS,n,1,290.6,3.1,
28.06293,81.06874,334.5,0.44,0.46,2017-12-17,0808,N,VIIRS,n,1,293.4,3.6,
27.80955,78.86785,335.5,0.5,0.41,2017-12-17,0808,N,VIIRS,n,1,298.2,5.1,
27.93847,80.35352,331.4,0.4,0.44,2017-12-17,0808,N,VIIRS,n,1,293.3,1.7,
27.90199,80.47546,335.7,0.41,0.45,2017-12-17,0808,N,VIIRS,n,1,293.9,3.2,
26.09504,68.88065,336.2,0.42,0.45,2017-12-17,0808,N,VIIRS,n,1,301.4,4.3,
26.09312,68.87938,337.9,0.42,0.45,2017-12-17,0808,N,VIIRS,n,1,302.7,3.4,
27.77855,80.0332,332.4,0.57,0.43,2017-12-17,0808,N,VIIRS,n,1,295,3.9,
27.91133,81.32633,335.6,0.45,0.47,2017-12-17,0808,N,VIIRS,n,1,291.7,3.3,
26.74756,73.20325,343.1,0.4,0.37,2017-12-17,0807,N,VIIRS,n,1,302.8,4.8,
26.74822,73.20728,354.7,0.4,0.37,2017-12-17,0807,N,VIIRS,n,1,303.3,4.8,
26.74887,73.2113,338.5,0.4,0.37,2017-12-17,0807,N,VIIRS,n,1,301.9,2.4,
26.74551,73.21199,346.8,0.4,0.37,2017-12-17,0807,N,VIIRS,n,1,301.9,5,
26.74084,73.20464,341.3,0.4,0.37,2017-12-17,0807,N,VIIRS,n,1,301.2,12.2,
26.7415,73.20865,348.8,0.4,0.37,2017-12-17,0807,N,VIIRS,n,1,302,12.2,
26.73617,73.1973,349.3,0.4,0.37,2017-12-17,0807,N,VIIRS,n,1,302.3,10.9,
26.73216,73.19398,335.9,0.4,0.37,2017-12-17,0807,N,VIIRS,n,1,303,3,
26.73478,73.21001,336.2,0.4,0.37,2017-12-17,0807,N,VIIRS,n,1,301.4,2,
26.7288,73.19466,347.8,0.4,0.37,2017-12-17,0807,N,VIIRS,n,1,302.7,5.3,
26.72945,73.19867,337,0.4,0.37,2017-12-17,0807,N,VIIRS,n,1,302,3.8,
27.63263,80.0828,325.6,0.38,0.43,2017-12-17,0807,N,VIIRS,n,1,294.8,1.8,
27.68953,80.68081,332.8,0.41,0.45,2017-12-17,0807,N,VIIRS,n,1,294.9,2.1,
25.81515,68.79528,334.8,0.43,0.46,2017-12-17,0807,N,VIIRS,n,1,295.6,2.2,
25.79345,68.77377,332.7,0.43,0.46,2017-12-17,0807,N,VIIRS,n,1,294.3,2.6,
26.53615,72.85662,343.5,0.41,0.37,2017-12-17,0807,N,VIIRS,n,1,301.6,1.9,
26.53275,72.85732,339.1,0.41,0.37,2017-12-17,0807,N,VIIRS,n,1,302.2,1.9,
27.61305,80.72904,335.3,0.42,0.45,2017-12-17,0807,N,VIIRS,n,1,295.1,1.7,
26.52664,72.86279,345.1,0.41,0.37,2017-12-17,0807,N,VIIRS,n,1,301.6,4.6,
27.35785,79.65141,338.4,0.54,0.42,2017-12-17,0807,N,VIIRS,n,1,298.2,6.6,
26.80264,75.70821,334.2,0.39,0.36,2017-12-17,0807,N,VIIRS,n,1,304.7,2.6,
25.58408,68.66329,330.9,0.44,0.46,2017-12-17,0807,N,VIIRS,n,1,295.2,3.5,
26.27732,72.6518,331.5,0.42,0.38,2017-12-17,0807,N,VIIRS,n,1,304,0.9,
25.59809,68.97688,333.2,0.42,0.45,2017-12-17,0807,N,VIIRS,n,1,296.2,2.7,
27.46747,82.00933,337.7,0.49,0.49,2017-12-17,0807,N,VIIRS,n,1,297.3,2.9,
25.45248,68.59299,334.9,0.45,0.47,2017-12-17,0807,N,VIIRS,n,1,294.1,3.8,
27.372,81.43057,332.8,0.45,0.47,2017-12-17,0807,N,VIIRS,n,1,294,2,
25.37409,68.57931,336.5,0.45,0.47,2017-12-17,0807,N,VIIRS,n,1,295.4,3.4,
27.33841,81.57681,328.6,0.46,0.47,2017-12-17,0807,N,VIIRS,n,1,296.1,1.5,
25.37146,68.57887,335.3,0.45,0.47,2017-12-17,0807,N,VIIRS,n,1,296.5,2.4,
27.33831,81.57999,333.9,0.46,0.47,2017-12-17,0807,N,VIIRS,n,1,295.8,2.2,
27.30967,81.39517,326,0.45,0.47,2017-12-17,0807,N,VIIRS,l,1,296.4,1.9,
26.97917,78.63829,344.6,0.48,0.4,2017-12-17,0807,N,VIIRS,n,1,297.7,6.8,
25.5105,69.7728,340.2,0.38,0.43,2017-12-17,0807,N,VIIRS,n,1,300.1,12.2,
27.11585,80.53304,329.3,0.4,0.44,2017-12-17,0807,N,VIIRS,n,1,296.6,1.8,
26.20783,75.3204,333.7,0.38,0.36,2017-12-17,0807,N,VIIRS,n,1,303.3,2.2,
24.95905,68.62183,330.1,0.46,0.47,2017-12-17,0807,N,VIIRS,n,1,298.2,3.1,
25.02339,69.18665,336,0.42,0.45,2017-12-17,0807,N,VIIRS,n,1,298.9,2.7,
25.11408,69.85239,353.7,0.39,0.44,2017-12-17,0807,N,VIIRS,n,1,307.8,7.6,
26.89772,82.54996,337.7,0.52,0.5,2017-12-17,0807,N,VIIRS,n,1,297.7,4.1,
